time,speaker_gt,f0,centroid,tilt,rms
33.175,wife,312.0,1951.081140477658,-1.8366523230811769,-26.58208082617959
33.375,wife,291.7,1837.3751202623446,-2.9710268944874976,-29.161780561880168
33.575,wife,287.3,1719.1012282038073,-3.871546137205281,-28.725311610004567
33.775,wife,220.0,1608.1466683660665,-4.5719058578724034,-30.088851373938702
33.975,son,194.9,1465.520936174008,-5.309616446186306,-28.4066904603556
34.175,son,210.1,1388.3610546693587,-5.340416849560873,-24.97926192085846
34.375,son,192.7,1701.7634021458791,-4.431040309439804,-24.82508694050098
34.575,son,224.5,1872.2578637855504,-4.050721359542011,-24.025775194406982
34.775,son,257.8,1974.6012423928312,-3.485140464447849,-24.426680802832735
34.975,son,239.9,2011.8130082602434,-3.0804834663430953,-25.53693361879487
35.175,son,239.8,1681.865203834536,-4.035616583249452,-23.438218129445247
35.375,son,224.6,1682.2236568378582,-3.8015238957587045,-22.617332394808315
35.575,son,210.8,1453.7962953270817,-4.7557515420899446,-22.488443987852847
35.775,son,204.9,1302.0064892884357,-5.82749203639729,-23.141016453838525
35.975,son,185.0,1089.0849397229438,-7.661936679754052,-24.747291296134737
36.175,son,153.6,1053.9073112699837,-8.812240792056524,-26.68853880885015
36.375,owner,123.9,1163.1629565435544,-7.859849469575428,-28.191949787241665
36.575,owner,123.9,1302.3625538577858,-7.237181864647812,-28.16154676858645
36.775,owner,113.7,2104.0436520734215,-4.238174060511165,-32.53453486124834
36.975,son,220.5,2186.408461125764,-3.0501168865652986,-28.426063262907412
37.175,son,228.9,2360.3513245342265,-2.881180852680504,-26.072558958801515
37.375,son,226.9,2050.0311912647753,-3.3695433870640863,-24.712380157895698
37.575,son,223.1,1558.1027556721012,-4.368173172721075,-23.402257632250606
37.775,owner,210.6,1647.1344778445127,-5.0081268525818805,-26.220136090935966
37.975,owner,188.2,1143.6967062469967,-7.462578253010911,-23.298920135806686
38.175,owner,188.2,1256.3182408636153,-7.889446612816917,-23.053801223398832
38.375,owner,190.3,1254.3636855406933,-8.265256564679962,-21.03849802953222
38.575,owner,200.5,1387.7205545212964,-6.592478683838578,-20.00109966530421
38.775,owner,206.4,1564.4137196998981,-5.280055980629948,-19.876934455733185
38.975,owner,206.4,1481.3717044032524,-4.833097679984957,-19.92491828807503
39.175,owner,191.6,1529.631697367802,-4.450736163226634,-20.685258972899373
39.375,owner,190.7,1409.481420704726,-5.170169849266603,-22.16890955254039
39.575,owner,187.3,1399.9797125973835,-5.690964747041312,-23.43570037455944
39.775,owner,169.6,1343.9598815464133,-6.3112584885832685,-23.07827616818168
39.975,owner,159.4,1336.1598431116315,-6.519810336327776,-23.326243251117944
40.175,owner,138.0,1265.4832013487764,-6.422763396863649,-23.50653845896951
40.375,owner,159.0,1332.1862253798624,-6.118160999436463,-25.04954941667956
40.575,owner,159.7,1409.6731745199331,-5.848538030812721,-27.667642211155005
40.775,owner,158.5,1776.6816711894314,-5.193571152547616,-29.63938329213487
40.975,owner,169.0,1892.386919300492,-5.104154239283662,-31.138043732569088
41.975,,205.9,1300.1616311339099,-5.442755209751393,-31.079948460802225
42.175,,205.8,1560.8491594472662,-5.612954875676946,-33.405004398054785
