time,speaker_gt,f0,centroid,tilt,rms
39.775,Speaker C,179.3,2596.0788144893672,-4.151042052112586,-28.770780205492695
39.975,Speaker C,160.9,1703.1445887859093,-5.592713273184809,-30.1545165005942
40.175,Speaker C,150.8,1613.6834131386183,-5.949855602958589,-29.274543361272556
40.375,Speaker C,146.8,1619.2992437080788,-6.060419319923976,-27.92879977236009
40.575,Speaker C,150.1,1921.7948508745033,-4.792528322104801,-29.676136377396396
40.775,Speaker C,146.6,1683.590289888094,-4.865745535826529,-27.968751865707166
40.975,Speaker C,133.0,1601.366741121326,-4.921044151318954,-29.1349114974609
41.175,Speaker C,112.5,1466.5183748421834,-4.641318297841896,-29.633650234654326
41.375,Speaker C,101.1,791.4143638824859,-7.020237411910271,-33.78950963289381
41.775,Speaker C,183.0,1520.1973369810157,-5.8507934949629545,-26.011448199005244
41.975,Speaker C,168.3,1863.1594091529087,-5.502796657199962,-27.141829157655227
42.175,Speaker C,153.9,1905.6540931151644,-5.921190413867257,-27.16355870589276
42.375,Speaker C,144.1,2249.962375383968,-5.166514183502745,-29.293624298461218
42.575,Speaker C,137.5,2481.424614544026,-4.305759350616045,-31.933878147118655
42.775,Speaker C,126.0,2611.609162463382,-3.583446221957102,-33.71757184275778
42.975,Speaker C,112.7,2339.679447591439,-3.8343829047014664,-38.70536751495263
43.375,Speaker B,197.8,1975.619593094192,-6.823675178350773,-25.612958405595165
43.575,Speaker B,216.3,1619.546068830686,-7.137039887646559,-24.122995703275173
43.775,Speaker B,201.3,1528.5203184496975,-7.495498512519803,-24.313075027464357
43.975,Speaker B,201.3,1794.773708524912,-6.157805775824653,-27.034176638348477
44.175,Speaker B,183.7,1317.9749030341286,-6.489771329734732,-26.566371994754967
44.375,Speaker B,143.7,1527.326196691239,-5.8503029690910155,-32.036297102412775
44.575,Speaker B,189.6,1008.5103287104782,-7.557347890537721,-28.599264144907004
44.775,Speaker B,244.0,827.1739793099259,-8.511018150610504,-20.017446083755708
44.975,Speaker B,245.0,935.5325573943928,-8.88153222092566,-21.075019108605623
45.175,Speaker B,235.8,1160.297314965655,-8.146789617823586,-22.132698741657755
45.375,Speaker B,225.3,1372.081674116585,-7.376228346009146,-23.077512679702394
45.575,Speaker B,204.0,2050.617371283693,-6.423618019039469,-26.24662770429042
45.775,Speaker B,199.7,2233.088853961661,-5.872062311204167,-24.872439538069703
45.975,Speaker B,183.6,2479.1641338143304,-4.4583345286285825,-26.25311962301697
46.175,Speaker B,167.2,2416.102525399843,-4.279713245509692,-29.14741480424413
46.375,Speaker B,163.9,2003.4913551800553,-4.397313719592477,-29.724293614405877
46.575,Speaker B,83.4,2067.842235687227,-2.894175287861978,-33.25646432309847
46.775,Speaker D,142.4,894.1454923316122,-8.796253761031029,-24.473131275790593
46.975,Speaker D,157.1,3014.5602698514153,-5.3253075282395,-21.591757355253396
47.175,Speaker D,173.4,2748.9667710144286,-5.03253892831689,-20.378321890990797
47.375,Speaker D,182.0,2465.0313406026276,-4.692845209181513,-20.018687152671
47.575,Speaker D,180.2,2524.396171733235,-4.47020148835463,-20.476851042510265
47.775,Speaker D,172.5,1171.9772774840756,-6.28320462413032,-19.84642424608169
47.975,Speaker D,167.2,2043.218475424785,-5.550354060967402,-21.821909953196304
48.175,Speaker D,155.3,2116.0997341879497,-6.124568942752337,-22.163323877440245
48.375,Speaker D,148.1,1942.8270286475808,-8.599458866284943,-23.46699211324359
48.575,Speaker D,143.5,2126.795251359499,-9.281920368285125,-26.490798388643263
48.775,Speaker D,139.6,718.2761630185146,-13.076167510883645,-26.93833486948428
49.575,Speaker D,175.5,951.4493494769653,-7.142879980442039,-18.87080877939142
49.775,Speaker D,177.2,941.5291367680682,-7.683285622103746,-19.29775360473434
49.975,Speaker D,175.6,1114.7623579782216,-7.758985997825892,-18.501044475752668
50.175,Speaker D,175.6,2063.6609666794884,-6.420410544720955,-20.464003533365034
50.375,Speaker D,161.3,2742.6350954993477,-5.649276321649303,-25.228003459788248
50.575,Speaker D,180.9,2756.250455099659,-5.4994440863574106,-20.015495488640788
50.775,Speaker D,214.1,2253.9220710526947,-6.272602813272937,-17.140674264957745
50.975,Speaker D,211.8,1816.053170708277,-7.380649272532967,-16.348209336721116
51.175,Speaker D,200.9,1873.6235162588303,-7.730612638891389,-17.02208757802517
51.375,Speaker D,164.1,2234.58682453565,-6.465968989629085,-20.329171087666346
51.575,Speaker D,150.7,2588.5109878032536,-5.9590013383131515,-24.801286955418437
51.775,Speaker D,141.5,1864.0850359932147,-8.11000340279278,-24.786742706537904
51.975,Speaker D,131.3,1656.75176423478,-8.796610323338921,-26.504477259490066
52.175,Speaker D,128.6,906.5225077342385,-11.865525371081338,-26.268519714237506
52.775,Speaker A,93.8,1750.3583557510472,-6.238592674665553,-22.462886249375174
52.975,Speaker A,93.7,1392.787559858776,-7.982937070727215,-21.84933417078698
53.175,Speaker A,94.9,975.4795134508895,-9.920716173250089,-20.428092142233027
53.375,Speaker A,93.7,681.6022591899524,-10.736469640398235,-20.3432688338035
53.575,Speaker A,92.4,743.787512927855,-11.900864386701999,-19.91512205682297
53.775,Speaker A,91.7,734.2485067899344,-11.62341714202959,-20.613196297952857
53.975,Speaker A,92.0,676.6948156042145,-12.208038500640292,-20.933233119597183
54.175,Speaker A,93.0,558.3133716368077,-12.766084763944043,-21.303195343633185
54.375,Speaker A,98.3,458.53451069154175,-12.12345800711826,-22.41328567631353
54.975,Speaker A,93.9,2190.827604576933,-8.144583042697134,-25.32655159007657
55.175,Speaker A,95.5,2098.7568844661723,-8.981543433645594,-23.63571680221604
55.375,Speaker A,94.0,1847.5521575516889,-9.670418269110474,-23.751716178315057
55.575,Speaker A,88.9,1321.2231780261711,-11.422462712962378,-22.763616831731795
55.775,Speaker A,88.5,1397.987371711627,-10.576547702586714,-22.325800855232654
55.975,Speaker A,85.8,1256.3653288246605,-10.217763777285496,-24.443686932129992
56.175,Speaker A,85.1,1279.577259501552,-10.064509745514336,-25.112545586556134
56.375,Speaker A,79.9,1734.4066729491685,-7.628068056538185,-28.70114925294512
56.575,Speaker A,194.2,519.8638324044381,-12.696179807698318,-23.42760118091975
56.775,Speaker B,240.3,902.9506435350281,-8.028022333884934,-18.685721767713012
56.975,Speaker B,258.5,1407.986041702932,-5.739727020792852,-20.40283855631681
57.175,Speaker B,251.7,2142.876281149335,-4.754197650560443,-22.276164661063046
57.375,Speaker B,249.8,2179.0679610023603,-4.320776837310088,-24.312861303637963
57.575,Speaker B,194.4,2166.6971912612526,-4.521865484185988,-26.25575498417281
57.775,Speaker B,185.3,1677.3593641591995,-5.596759539721792,-24.270127068787048
57.975,Speaker B,179.2,1339.6410108185066,-5.581059590692554,-25.09323749719327
58.175,Speaker B,164.1,1258.5502228803832,-6.456237700593642,-27.524189491933683
58.375,Speaker B,159.6,1269.2964436928864,-6.506330809656194,-26.852215781983737
58.575,Speaker B,181.9,1132.818134538353,-9.156782096108318,-27.38973938312176
58.775,Speaker B,186.0,1512.0664076746616,-8.246583620082935,-23.04644577252205
58.975,Speaker B,189.7,1969.5572488057085,-7.094330169656427,-22.375821756469215
59.175,Speaker B,187.4,2241.4714265543116,-6.485298814184108,-23.040565335071527
59.375,Speaker B,186.7,2249.543917044012,-6.383149429159715,-24.01764687413237
59.575,Speaker B,176.7,1862.703507148568,-6.439633069878972,-25.63196130483801
59.775,Speaker B,150.4,2264.798774966409,-5.59177297755683,-27.65247257173266
59.975,Speaker B,89.8,2443.408648625684,-5.230231247985532,-30.264262968854037
60.175,Speaker B,77.9,2644.4431132782447,-5.605165500275485,-32.30355387405388
60.575,Speaker A,115.4,924.2438395693433,-8.524382162067283,-19.373400898968992
60.775,Speaker A,116.7,862.9137094643703,-8.647742376513788,-20.29242223985703
60.975,Speaker A,116.2,848.6377175800496,-8.967551578976622,-20.361604919247963
61.175,Speaker A,121.6,830.0506933932572,-9.722011097792162,-20.334248059094733
61.375,Speaker A,114.1,2129.7634538775515,-5.419493842309712,-23.396574136561963
61.575,Speaker A,99.6,1698.645362201641,-6.693400285394144,-23.943391416005696
61.775,Speaker A,108.8,1990.3987259601133,-5.397941324936046,-23.818185821203688
61.975,Speaker A,93.1,1498.8318873497951,-7.483291654868412,-25.785064889158228
62.175,Speaker A,84.8,913.8840428284777,-10.383094101645007,-24.402273931483908
62.375,Speaker A,82.4,874.0014540672669,-10.400013622730743,-25.219778599114267
62.575,Speaker A,78.4,395.28722796923387,-11.961496565998974,-27.545909639748487
62.775,Speaker A,90.7,471.88984273555013,-10.874697861805444,-24.495223584801025
62.975,Speaker A,103.0,1287.9921601859985,-6.576805774874113,-21.757684888477367
63.175,Speaker A,104.4,1149.0444334924546,-7.5913858068449125,-19.29054493785894
